"value"
0.29292532051282194
0.47592532051282177
0.7455919871794876
0.9402586538461541
1.18659198717949
-1.1423913461538433
-1.055991346153844
-1.001591346153841
-0.7751913461538473
-0.6327913461538452
-0.36239134615384394
-0.20399134615384495
-0.08359134615384356
-0.07919134615384182
-0.18479134615384307
-0.41239134615384687
-1.2159913461538459
-1.9595913461538448
-2.7191913461538393
-3.6727913461538426
-4.432391346153846
-5.275991346153845
-5.549591346153847
-5.757191346153845
-5.940791346153846
-6.246391346153846
-6.3979913461538445
-6.887591346153846
-7.831191346153845
-7.964791346153845
-7.716391346153845
-7.3239913461538455
-6.9375913461538445
-6.659191346153847
-6.496791346153842
-6.340391346153847
-6.297991346153847
-6.255591346153848
-6.527191346153845
-6.758791346153847
-7.010391346153847
-7.235991346153847
-7.355591346153846
-7.505191346153843
-7.6307913461538455
-7.694391346153845
-7.705991346153848
-7.763591346153843
-7.845191346153843
-7.950791346153846
-8.134391346153844
-8.601991346153847
-10.025474679487182
-10.854874679487178
-11.427608012820517
-11.655341346153847
-11.971408012820511
-14.652791346153844
-15.128791346153841
-15.576791346153847
-15.792791346153845
-15.932791346153838
-16.044791346153843
-16.11879134615384
-16.170791346153848
-16.168791346153846
-16.296791346153842
-16.466791346153844
-16.822791346153846
-17.098791346153845
-17.360791346153842
-17.326791346153847
-16.378791346153847
-14.334791346153843
-12.110791346153842
-10.530791346153848
-9.436791346153841
-8.534791346153845
-7.708791346153845
-6.8307913461538465
-6.456791346153843
-7.0427913461538445
-7.2267913461538456
-7.276791346153845
-6.612791346153845
-6.156791346153845
-5.726791346153842
-5.642791346153846
-5.432791346153845
-5.512791346153845
-5.666791346153847
-5.890791346153845
-6.164791346153846
-6.322791346153847
-6.354791346153844
-6.4067913461538435
-6.434791346153844
-6.420791346153843
-6.324791346153848
-6.284791346153844
-6.238791346153844
-6.116791346153843
-5.532791346153843
-5.622791346153845
-6.738674679487179
-7.270474679487176
-7.745608012820515
-8.075741346153848
-8.314208012820512
-11.017991346153842
-11.456391346153842
-11.676791346153845
-11.775191346153843
-11.86759134615384
-11.731991346153846
-11.338391346153841
-10.812791346153842
-10.133191346153843
-9.063591346153842
-7.855991346153839
-6.414391346153845
-5.2327913461538405
-5.137191346153842
-5.465591346153846
-5.7799913461538495
-5.598391346153839
-5.5067913461538405
-5.469191346153845
-5.407591346153842
-5.137991346153843
-5.194391346153843
-5.548791346153843
-6.2471913461538415
-7.055591346153843
-7.241991346153842
-7.054391346153845
-6.882791346153844
-6.589191346153843
-6.401591346153843
-6.139991346153845
-5.582391346153845
-5.194791346153844
-4.591191346153842
-4.027591346153843
-3.763991346153846
-3.774391346153843
-3.7487913461538422
-3.663191346153841
-3.683591346153843
-3.7319913461538423
-3.6683913461538467
-3.6707913461538464
-3.517191346153842
-3.307591346153842
-2.625991346153846
-2.358391346153846
-3.386674679487175
-4.000874679487179
-3.7684080128205117
-3.4109413461538445
-2.81180801282051
-4.837991346153839
-4.758791346153844
-4.901591346153843
-4.91239134615384
-4.9971913461538415
-5.033991346153842
-5.032791346153843
-5.0095913461538455
-4.692391346153837
-4.095191346153842
-3.0699913461538455
-1.8407913461538463
-1.3515913461538407
-2.058391346153841
-3.829191346153844
-5.405991346153844
-6.80679134615384
-7.557591346153839
-8.112391346153842
-8.32319134615384
-8.79599134615384
-9.924791346153842
-11.34159134615384
-12.742391346153841
-13.863191346153837
-14.081991346153842
-13.596791346153843
-12.88759134615384
-12.13639134615384
-11.271191346153838
-10.291991346153843
-9.256791346153843
-8.37159134615384
-7.710391346153841
-7.209191346153842
-6.547991346153845
-6.160791346153848
-5.7375913461538435
-5.434391346153834
-5.137191346153845
-4.887991346153848
-4.336791346153845
-3.5815913461538376
-2.5503913461538392
-0.22319134615383973
1.1660086538461591
2.2512086538461578
1.8405253205128282
1.9339253205128237
2.2539919871794893
2.239058653846154
1.7757919871794883
-1.0927913461538452
-1.8959913461538402
-2.701191346153845
-3.454391346153842
-3.9515913461538412
-4.230791346153845
-3.871991346153844
-2.7411913461538386
-1.9463913461538458
-1.6315913461538463
-1.3187913461538412
-2.1219913461538376
-4.295191346153844
-6.844391346153835
-9.207591346153837
-10.546791346153842
-10.69999134615384
-10.653191346153843
-10.970391346153846
-11.10359134615384
-11.82879134615385
-13.239991346153847
-14.779191346153839
-16.652391346153845
-18.385591346153838
-19.016791346153845
-18.663991346153843
-17.707191346153838
-16.348391346153843
-15.025591346153835
-14.028791346153838
-13.425991346153843
-13.223191346153834
-13.164391346153842
-13.235591346153845
-13.216791346153839
-13.341991346153845
-13.541191346153836
-13.550391346153841
-13.505591346153839
-13.738791346153837
-13.789991346153847
-13.847191346153837
-13.77839134615384
-13.893591346153837
-14.30679134615384
-14.923991346153846
